Statement,URL,Category
Says Patrick Morrisey ran for Congress in NJ as pro-choice.,https://www.politifact.com/factchecks/2017/oct/30/evan-jenkins/did-patrick-morrisey-once-support-abortion-rights/,1.0
Jeff Flake’s office leaks names of those charged in Mueller’s Russian probe.,https://www.politifact.com/factchecks/2017/oct/30/blog-posting/fake-news-blog-claims-jeff-flake-leaks-indictments/,0.0
"Ninety percent of people born in the 1940s ended up doing better financially than their parents. But those born in the 1980s, the much-maligned Millennials, have only a 50-50 chance of doing better (financially) than their parents, despite being the best-educated generation in our history.",https://www.politifact.com/factchecks/2017/oct/27/delaine-eastin/do-millennials-have-only-50-50-chance-doing-better/,5.0
Says West Virginia is down to around 50 percent of the adult workers who are actually working now because of addiction or conviction.,https://www.politifact.com/factchecks/2017/oct/27/joe-manchin/opioid-epidemic-likely-hurting-west-virginias-work/,3.0
"What Republicans call the death tax is the estate tax on the ultra wealthy which, in 2016, was paid by only two out of every 1,000 people.",https://www.politifact.com/factchecks/2017/oct/27/mark-pocan/death-tax-republicans-want-repeal-paid-only-2-1000/,5.0
"To be clear, all my investments are in a trust that I don’t control.",https://www.politifact.com/factchecks/2017/oct/27/bruce-rauner/rauners-blind-trust-procedures-dont-excuse-lawsuit/,3.0
Less than half of Texans ages 18-24 are registered to vote.,https://www.politifact.com/factchecks/2017/oct/26/charlie-geren/charlie-geren-half-young-texans-registered-vote-tw/,3.0
We have done more in eight months than the previous administration has done in many years against ISIS.,https://www.politifact.com/factchecks/2017/oct/26/donald-trump/trump-takes-full-credit-gains-against-isis/,3.0
"Says Roy Moore has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.",https://www.politifact.com/factchecks/2017/oct/26/doug-jones/does-roy-moore-want-end-medicaid-and-medicare-his-/,1.0
Says the GOP plan he supports is the biggest tax cut in U.S. history.,https://www.politifact.com/factchecks/2017/oct/26/donald-trump/donald-trump-wrong-his-tax-plan-biggest-cut-ever/,1.0
Youngest world leader bans George Soros’s Foundations from Austria.,https://www.politifact.com/factchecks/2017/oct/26/blog-posting/did-austrias-sebastian-kurz-ban-george-soros-organ/,0.0
"The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.",https://www.politifact.com/factchecks/2017/oct/25/travis-forward/travis-forward-pac-inaccurately-says-proposed-coun/,1.0
People who die from a home invasion make up a sad but minuscule .04% of all gun murders in the U.S. And over a third of them are killed by their own gun that the criminal has either stolen or wrestled from them.,https://www.politifact.com/factchecks/2017/oct/25/michael-moore/michael-moore-flubs-stats-people-killed-guns-durin/,2.0
There are parks in Southeast Raleigh that still don’t have air conditioning in the gym,https://www.politifact.com/factchecks/2017/oct/25/charles-francis/democrat-running-mayor-says-southeast-raleigh-gyms/,4.0
Abortion in the U.S. is at an all time legal low.,https://www.politifact.com/factchecks/2017/oct/25/kevin-cahill/abortion-all-time-low-us/,3.0
Says 46 percent of people believe major national news organizations fabricate stories about me.,https://www.politifact.com/factchecks/2017/oct/24/donald-trump/trump-says-46-people-think-media-make-news-about-h/,3.0
"The city (of St. Louis) is no stranger to violence. There were 5,762 violent crimes in 2015 alone, including 188 homicides. The highest rate per capita in the country, according to FBI crime statistics.",https://www.politifact.com/factchecks/2017/oct/24/pete-hegseth/pete-hegseth-gives-correct-statistics-st-louis-cri/,4.0
Insurance companies have made a fortune with Obamacare.,https://www.politifact.com/factchecks/2017/oct/23/donald-trump/trump-says-insurers-made-fortune-obamacare-they-di/,1.0
Opioid crisis (is) the worst in ObamaCare expansion states!,https://www.politifact.com/factchecks/2017/oct/23/matt-gaetz/no-evidence-prove-medicaid-expansion-fueling-opioi/,2.0
Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.,https://www.politifact.com/factchecks/2017/oct/23/blog-posting/no-sarah-huckabee-sanders-did-not-dress-kkk-member/,0.0
Says Tampa Bay Lightning hockey player J.T. Brown was fired after raising fist during national anthem.,https://www.politifact.com/factchecks/2017/oct/23/blog-posting/fake-news-tampa-bay-lightning-fires-black-player-f/,0.0
Tulsa school closes after brutal fire.,https://www.politifact.com/factchecks/2017/oct/23/react365com/user-generated-prank-post-falsely-says-tulsa-high-/,0.0
The KKK was founded as the military arm of the Democratic Party.,https://www.politifact.com/factchecks/2017/oct/23/dane-county-republican-party/debunking-claim-kkk-was-founded-military-arm-democ/,1.0
"Seventy-three percent of our veterans are graduating from drug courts. By contrast, I think most of the people in the very good drug court program — the graduation rate’s like 53, 55 percent. The point of that is that drug courts are working for veterans.",https://www.politifact.com/factchecks/2017/oct/21/eric-greitens/greitens-mostly-right-veterans-treatment-court-gra/,4.0
Women in our state will continue to have cost-free access to reproductive health care,https://www.politifact.com/factchecks/2017/oct/21/andrew-cuomo/state-birth-control-rule-doesnt-cover-all-insuranc/,4.0
The state and local tax deduction is a major benefit for moderate-income households because 50% of households that claim State & Local Tax deduction make under $100K.,https://www.politifact.com/factchecks/2017/oct/20/nancy-pelosi/do-moderate-income-families-benefit-more-state-and/,4.0
"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.",https://www.politifact.com/factchecks/2017/oct/20/john-kelly/fact-checking-john-kelly-frederica-wilsons-2015-sp/,1.0
"Says 80 percent of the tax breaks in President Donald Trump’s tax-cut proposal go to the top 1 percent, that is, people making more than $730,000 a year.",https://www.politifact.com/factchecks/2017/oct/20/lloyd-doggett/lloyd-doggett-says-80-percent-republican-sought-ta/,3.0
The Alamo has been consistently listed as one of the most disappointing landmarks in our nation.,https://www.politifact.com/factchecks/2017/oct/20/george-p-bush/alamo-consistently-listed-among-nations-most-disap/,3.0
An undocumented immigrant was arrested on suspicion of arson in (the) Wine Country fires that have killed at least 40 residents.,https://www.politifact.com/factchecks/2017/oct/20/breitbart/breitbarts-false-and-inflammatory-claim-about-dead/,1.0
"In 2016, there were 5,570 people in Wisconsin who committed crimes on probation and they were not revoked.",https://www.politifact.com/factchecks/2017/oct/20/leah-vukmir/wisconsin-thousands-probation-commit-new-crimes-do/,3.0
"And over the last six years, Chicago’s economy has grown faster than the economies of New York City, Washington, D.C., or the national average.",https://www.politifact.com/factchecks/2017/oct/20/rahm-emanuel/emanuel-plays-fast-and-loose-fast-growth-boast/,2.0
NFL players taking a knee during the national anthem is against the law.,https://www.politifact.com/factchecks/2017/oct/19/roy-moore/it-against-law-nfl-players-kneel-national-anthem-r/,1.0
"In the U.S. asylum system, claims of 'fear to return' have skyrocketed, and the percentage of claims that are genuinely meritorious are down.",https://www.politifact.com/factchecks/2017/oct/19/jeff-sessions/jeff-sessions-claim-about-asylum-system-fraudulent/,3.0
"And I think that his engagement with Congress is something that never happened under President Obama. They were never allowed to debate it. They were never allowed to discuss it. So, now Congress is going to be fully engaged on the threats of Iran.",https://www.politifact.com/factchecks/2017/oct/19/nikki-haley/haley-wrongly-says-congress-had-no-input-iran-nucl/,2.0
"The child tax credit, if we don't do it, there will be no tax relief for working families. How much tax relief working families get under tax reform is entirely dependent on whether or not we put in place an increase to the child tax credit.",https://www.politifact.com/factchecks/2017/oct/19/marco-rubio/rubio-says-child-tax-credit-key-amount-tax-relief-/,4.0
"In the eight years that I was mayor, (there was a) nearly 50 percent drop in violent crime, gang crime — crime went down because we grew our police department, we focused on constitutional community policing, we did some of the most innovative prevention, intervention, job re-entry programs in the nation.",https://www.politifact.com/factchecks/2017/oct/18/antonio-villaraigosa/did-las-violent-crime-drop-nearly-half-during-vill/,4.0
Says she debated her opponent multiple times.,https://www.politifact.com/factchecks/2017/oct/18/nancy-mcfarlane/raleigh-mayor-says-she-debated-opponent-multiple-t/,3.0
We're the highest developed nation taxed in the world.,https://www.politifact.com/factchecks/2017/oct/18/donald-trump/once-again-trump-overstates-us-tax-ranking/,1.0
The cost-sharing reductions (were) a gift (that) they gave the insurance companies.,https://www.politifact.com/factchecks/2017/oct/18/donald-trump/trump-mislabels-obamacare-subsidy-gift-insurers/,2.0
Hillary (Clinton) caught on tape laughing about (Hurricane) Irma ‘wiping out all of those Florida hillbillies’.,https://www.politifact.com/factchecks/2017/oct/18/asamericanasapplepieorg/hillary-clinton-wanted-irma-wipe-every-florida-hil/,0.0
Job creation fell by 70 percent in Wisconsin in 2016 under Scott Walker.,https://www.politifact.com/factchecks/2017/oct/18/tony-evers/jobs-have-grown-under-gop-gov-scott-walker-democra/,4.0
San Juan city council votes unanimously to impeach Trump-hating mayor.,https://www.politifact.com/factchecks/2017/oct/17/asamericanasapplepieorg/fake-blog-posts-say-san-juan-city-council-impeache/,0.0
Says Stacey Evans voted for (school) vouchers...in the beginning.,https://www.politifact.com/factchecks/2017/oct/17/stacey-abrams/school-voucher-claim-ga-gov-race-leaves-out-import/,3.0
State government spending is at an all-time high. The state is on track to spend more in this fiscal year — more than $17.9 billion — than at any time in state history.,https://www.politifact.com/factchecks/2017/oct/17/oklahoma-council-public-affairs/oklahoma-spending-more-ever-only-if-you-ignore-inf/,2.0
Our tax code has nearly doubled since 1985.,https://www.politifact.com/factchecks/2017/oct/17/roy-blunt/tax-code-so-long-nobodys-really-sure-its-length/,5.0
The president early on called on NATO member countries to step up their contributions ... and as a result of that countries have stepped up contributions toward their own defense.,https://www.politifact.com/factchecks/2017/oct/15/rex-tillerson/tillerson-says-trumps-rhetoric-has-led-increase-de/,3.0
Says he got support all over Raleigh,https://www.politifact.com/factchecks/2017/oct/14/charles-francis/candidate-raleigh-mayor-says-he-got-support-all-ov/,3.0
There is a real law in Texas that says it’s illegal to own more than six dildos.,https://www.politifact.com/factchecks/2017/oct/13/colin-jost/colin-jost-weekend-update-texas-dildos-law-6-own-m/,4.0
A California health care CEO is promising to reduce our prescription drug costs.,https://www.politifact.com/factchecks/2017/oct/13/ohioans-against-deceptive-rx-ballot-issue/ad-opposing-ohio-issue-2-wrongly-portrays-proponen/,2.0
An Ohio ballot issue would address the fact that we’ve gone from paying about $100 for Epipens to over $600 ... We don’t have a choice but to pay it and the drug companies know it.,https://www.politifact.com/factchecks/2017/oct/13/ohio-taxpayers-lower-drug-prices/ohio-issue-2-ballot-initiative-proponents-overstat/,2.0
The Republican tax reform proposal is focused on tax breaks for the middle class and not about people who are really high-income earners getting a tax break.,https://www.politifact.com/factchecks/2017/oct/13/paul-ryan/gop-tax-reform-framework-aimed-giving-break-middle/,2.0
The NFL is getting massive tax breaks.,https://www.politifact.com/factchecks/2017/oct/12/donald-trump/nfl-getting-massive-tax-breaks-donald-trump-said/,4.0
"The Obama administration borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt.",https://www.politifact.com/factchecks/2017/oct/12/donald-trump/donald-trumps-misleading-linkage-between-stock-gai/,1.0
A Homeland Security study showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security.,https://www.politifact.com/factchecks/2017/oct/12/casey-cagle/georgia-lt-gov-casey-cagle-misleads-claim-about-ho/,1.0
"A viral image shows LeBron James wearing a T-shirt that reads, We march, y’all mad. We sit down, y’all mad. We speak up, y’all mad. We die, y’all silent.",https://www.politifact.com/factchecks/2017/oct/12/viral-image/fake-photo-changes-social-message-lebron-james-t-s/,1.0
Says a proposed $1.05 billion Austin school district bond proposition will require no tax rate increase.,https://www.politifact.com/factchecks/2017/oct/12/committee-austins-children-pac/claim-about-proposed-austin-school-bonds-silent-in/,4.0
Bob Corker gave us the Iran Deal.,https://www.politifact.com/factchecks/2017/oct/12/donald-trump/sen-bob-corker-responsible-iran-deal-donald-trump-/,1.0
One in 10 babies born in this country is born in Texas.,https://www.politifact.com/factchecks/2017/oct/12/joyce-mauk/fort-worth-pediatrician-says-1-10-us-born-babies-b/,5.0
"Under his leadership, Tallahassee reduced its carbon intensity by roughly 40 percent.",https://www.politifact.com/factchecks/2017/oct/12/andrew-gillum/gillum-campaign-changes-website-after-touting-fals/,1.0
Background checks have been unequivocally shown to reduce gun violence.,https://www.politifact.com/factchecks/2017/oct/11/seth-moulton/have-background-checks-been-unequivocally-shown-re/,3.0
"Grandparents must pickup up all their grandchildren every weekend no matter what or they will be fined $5,000.",https://www.politifact.com/factchecks/2017/oct/11/blog-posting/no-obama-did-not-mandate-grandparent-visits/,0.0
Loopholes in current law prevent ‘Unaccompanied Alien Children’ (UACs) that arrive in the country illegally from being removed.,https://www.politifact.com/factchecks/2017/oct/11/donald-trump/donald-trump-omits-facts-claim-loopholes-minors-un/,2.0
President Trump signs executive order stripping NFL of ‘non-profit’ status.,https://www.politifact.com/factchecks/2017/oct/10/blog-posting/donald-trump-did-not-kill-nfls-tax-exempt-status-e/,0.0
Jason Aldean gig canceled after he sells out to liberals on ‘SNL’.,https://www.politifact.com/factchecks/2017/oct/10/asamericanasapplepieorg/fake-news-site-says-jason-aldean-gave-anti-gun-scr/,0.0
There have been more than 270 mass shootings in the United States in the last year alone. That’s where four or more are killed.,https://www.politifact.com/factchecks/2017/oct/10/hillary-clinton/hillary-clintons-false-claim-mass-shootings/,1.0
I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.,https://www.politifact.com/factchecks/2017/oct/10/bruce-rauner/rauner-consistent-start-his-pro-choice-views/,5.0
"Says Winston Churchill said, A lie gets halfway around the world before the truth has a chance to get its pants on.",https://www.politifact.com/factchecks/2017/oct/09/colin-kaepernick/nfls-colin-kaepernick-incorrectly-credits-winston-/,1.0
Trump’s tax plan is completely focused on the wealthy and the powerful - not the middle class.,https://www.politifact.com/factchecks/2017/oct/09/charles-schumer/does-trumps-tax-plan-do-nothing-low-income-earners/,1.0
"Says Sen. Dianne Feinstein said if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it.",https://www.politifact.com/factchecks/2017/oct/08/chris-cox/nras-chris-cox-falsely-says-dianne-feinstein-wante/,1.0
The Obama administration approved the sale of bump fire stocks on at least two occasions.,https://www.politifact.com/factchecks/2017/oct/06/national-rifle-association/nra-claim-obama-approved-bump-stocks/,4.0
The Republicans are proposing to pay for their giant tax cut to the rich by gutting Medicare and Medicaid.,https://www.politifact.com/factchecks/2017/oct/06/charles-schumer/are-republicans-paying-tax-cuts-reductions-medicar/,3.0
"In Wisconsin, we have a bill that would allow hidden, deadly weapons -- every single person to carry one -- no training, no background check, even around schools.",https://www.politifact.com/factchecks/2017/oct/06/chris-taylor/wake-las-vegas-lawmaker-says-wisconsin-bill-would-/,4.0
White men have committed more mass shootings than any other group.,https://www.politifact.com/factchecks/2017/oct/06/newsweek/are-white-males-responsible-more-mass-shootings-an/,4.0
"It's time to remove any statue of Margaret Sanger who was a white suprematist (sic), spoke at kkk events & supported by democrats. #prolife",https://www.politifact.com/factchecks/2017/oct/05/andrew-koenig/margaret-sanger-alleged-white-supremacist/,2.0
North Carolina has the strictest anti-gerrymandering standards in the entire country.,https://www.politifact.com/factchecks/2017/oct/05/phil-berger/berger-says-nc-has-strictest-anti-gerrymandering-s/,1.0
"Says the Dickey Amendment prevents the Centers for Disease Control and Prevention from even researching the relationship between gun violence and public health. ... The government can’t study gun violence but is spending $400,000 analyzing the effects of Swedish massages on rabbits.",https://www.politifact.com/factchecks/2017/oct/05/steve-israel/former-democratic-congressman-compares-gun-violenc/,4.0
"In 2017, I've done 17 town halls.",https://www.politifact.com/factchecks/2017/oct/04/ted-cruz/ted-cruz-asked-if-hes-interacting-texans-says-hes-/,3.0
Celine Dion’s 16-year-old Rene-Charles Angelil’s was among the 58 victims who were killed in Las Vegas.,https://www.politifact.com/factchecks/2017/oct/04/houstonchronicle-tvcom/no-celine-dions-son-did-not-die-las-vegas-shooting/,0.0
"Says that under the Obamacare law, health insurance premiums have increased by more than 105 percent since 2013.",https://www.politifact.com/factchecks/2017/oct/04/john-cornyn/john-cornyn-says-obamacare-premiums-more-doubled-f/,4.0
The Las Vegas shooting was the 273rd mass shooting in the United States so far in 2017.,https://www.politifact.com/factchecks/2017/oct/04/tammy-baldwin/was-las-vegas-mass-shooting-273rd-year-or-seventh-/,3.0
The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...,https://www.politifact.com/factchecks/2017/oct/04/hillary-clinton/no-gun-silencers-wouldnt-have-worsened-las-vegas-s/,1.0
"Bryan County, Ga., has corrupted voter rolls.",https://www.politifact.com/factchecks/2017/oct/04/public-interest-legal-foundation/anti-vote-fraud-group-levels-false-charge-corrupte/,1.0
Black Americans still earn less than 73 percent of what white men make.,https://www.politifact.com/factchecks/2017/oct/04/andy-gronik/do-black-workers-earn-73-what-their-white-counterp/,3.0
Says the Kardashians donate whopping sum to Las Vegas mass shooting victims,https://www.politifact.com/factchecks/2017/oct/03/houstonchronicle-tvcom/its-fake-news-kardashians-donated-1-million-las-ve/,0.0
A flight crew took a knee and stranded the New Orleans Saints on an airport runway.,https://www.politifact.com/factchecks/2017/oct/03/blog-posting/fake-news-flight-crew-did-not-take-knee-and-strand/,0.0
"I think if you look to Chicago, where you had over 4,000 victims of gun-related crimes last year, they have the strictest gun laws in the country. That certainly hasn’t helped there.",https://www.politifact.com/factchecks/2017/oct/03/sarah-huckabee-sanders/chicago-toughest-gun-control-claim-shot-full-holes/,0.0
San Juan Teamsters didn't show up for work to distribute relief supplies because they went on strike.,https://www.politifact.com/factchecks/2017/oct/03/blog-posting/fake-news-posts-blame-puerto-ricos-truck-drivers-r/,0.0
Las Vegas shooting witnesses report multiple gunmen dressed as security guards.,https://www.politifact.com/factchecks/2017/oct/03/blog-posting/blog-peddles-fake-story-saying-security-guards-idd/,0.0
90 percent of Americans support universal background checks for gun purchases.,https://www.politifact.com/factchecks/2017/oct/03/chris-abele/do-90-americans-support-background-checks-all-gun-/,5.0
"In the Alabama Senate runoff, the candidate I endorsed (Luther Strange) went up MANY points after endorsement!",https://www.politifact.com/factchecks/2017/oct/02/donald-trump/donald-trump-says-luther-strange-gained-many-point/,2.0
Said there is cholera in Puerto Rico after Hurricane Maria.,https://www.politifact.com/factchecks/2017/oct/02/paul-krugman/paul-krugmans-wrongly-tweets-about-cholera-puerto-/,1.0
"The First Amendment’s the First Amendment. It goes start to finish. We can’t say to one football coach you’re fired if you kneel in silent prayer at the end of the game, but to a player, if you kneel in protest to a game, you’re celebrated.",https://www.politifact.com/factchecks/2017/oct/02/james-lankford/sen-james-lankfords-misleading-comparison-about-nf/,3.0
The soda tax can make a difference by reducing consumption of unhealthy soda pop and sugary beverages.,https://www.politifact.com/factchecks/2017/oct/02/michael-bloomberg/cook-county-soda-tax-should-make-dent-consumption/,4.0
Some states hit hardest by opioid deaths have more opioid prescriptions than residents.,https://www.politifact.com/factchecks/2017/oct/02/eric-schneiderman/do-some-states-have-more-opioid-prescriptions-resi/,5.0
"California Lt. Gov. Gavin Newsom was for (high-speed rail), before he’s against it, and then he’s for it again.",https://www.politifact.com/factchecks/2017/sep/29/antonio-villaraigosa/has-gavin-newsom-flip-flopped-californias-high-spe/,4.0
Says a photograph shows Seattle Seahawks player Michael Bennett burning the United States flag.,https://www.politifact.com/factchecks/2017/sep/29/vets-trump/fake-photo-shows-seattle-seahawks-player-michael-b/,0.0
The average tax bill for Americans in 2016 was a 41 percent increase from 2013.,https://www.politifact.com/factchecks/2017/sep/29/lamar-smith/did-taxes-go-41-percent-between-2013-and-2016/,3.0
"While Mayor Rick Kriseman said he would dip into reserves this year because of Hurricane Irma, he went into the emergency reserves before Irma ever hit.",https://www.politifact.com/factchecks/2017/sep/29/rick-baker/rick-baker-says-kriseman-tapped-reserves-irma-hes-/,5.0
"California, New York and Massachusetts, they represent about 20 percent of the population, they get close to 36 percent of Obamacare funding. It's just simply inequitable.",https://www.politifact.com/factchecks/2017/sep/29/ron-johnson/obamacare-funding-given-states-unfairly-says-repea/,2.0
New York has the biggest outmigration of citizens of any state.,https://www.politifact.com/factchecks/2017/sep/29/edward-cox/new-york-has-most-people-leaving-other-states-coun/,4.0
We’re the only developed nation in the world that doesn’t have paid maternity leave.,https://www.politifact.com/factchecks/2017/sep/28/claire-mccaskill/us-only-developed-nation-without-mandated-paid-mat/,4.0
"Says No, I don't benefit, I don't benefit from his tax proposal.",https://www.politifact.com/factchecks/2017/sep/28/donald-trump/donald-trumps-dubious-claim-his-tax-plan-wont-bene/,1.0
Human meat found in McDonald’s meat factory,https://www.politifact.com/factchecks/2017/sep/28/blog-posting/fake-news-human-remains-were-not-found-mcdonalds-h/,0.0
Ending the estate tax would protect millions of small businesses and the American farmer.,https://www.politifact.com/factchecks/2017/sep/28/donald-trump/donald-trumps-pants-fire-claim-about-estate-tax-sm/,0.0
We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes to pass a health care bill.,https://www.politifact.com/factchecks/2017/sep/28/donald-trump/donald-trump-wrongly-blames-hospitalized-senator-g/,1.0
The current city mayor (Kasim Reed) has been virtually absent in terms of regional cooperation the last eight years.,https://www.politifact.com/factchecks/2017/sep/28/john-eaves/was-reed-virtually-absent-regional-issues-no/,2.0
Washington State Legislature votes to change its name because George Washington owned Slaves.,https://www.politifact.com/factchecks/2017/sep/27/blog-posting/no-washington-state-did-not-change-its-name-becaus/,0.0
"Since 2010, Republicans have won unaffiliated voters in every general election.",https://www.politifact.com/factchecks/2017/sep/27/dallas-woodhouse/woodhouse-says-gop-winning-unaffiliated-voters-nc/,4.0
"So now they take drugs, literally, and they throw it, a hundred pounds of drugs. They throw it over the wall, they have catapults, but they throw it over the wall, and it lands and it hits somebody on the head.",https://www.politifact.com/factchecks/2017/sep/27/donald-trump/trump-largely-accurate-claim-about-drugs-catapulte/,4.0
North Korea is the fifth or fourth most sanctioned nation.,https://www.politifact.com/factchecks/2017/sep/27/cory-gardner/north-korea-4th-most-sanctioned-nation/,4.0
Missouri Votes to Let Employers Fire People Who Use Birth Control.,https://www.politifact.com/factchecks/2017/sep/27/feministing/column-feministing-website-about-abortion-law-pant/,0.0
The bill that I carried cutting MO’s income tax for 1st time in over 100 years will start its 1st phase in jan 1 2018. #moleg @Eric_Schmitt,https://www.politifact.com/factchecks/2017/sep/26/andrew-koenig/first-cut-missouri-income-tax-over-100-years/,4.0
"If you pass the so-called Dream Act, it will be the single biggest amnesty in the history of the United States, even bigger than the 1986 amnesty.",https://www.politifact.com/factchecks/2017/sep/26/tom-cotton/sen-tom-cotton-misleads-claim-about-dream-act-amne/,2.0
12 more hurricanes headed towards U.S.,https://www.politifact.com/factchecks/2017/sep/25/blog-posting/12-hurricanes-coming-toward-us-fake-post-totally-w/,0.0
"Florida’s coastal and stormwater infrastructure are two of the most critical areas during a storm, and received D-plus and D ratings, respectively, by the American Society of Civil Engineers in 2016.",https://www.politifact.com/factchecks/2017/sep/25/gwen-graham/taking-closer-look-gwen-grahams-claim-about-storm-/,5.0
NFL fines Pittsburgh Steelers $1 million each for skipping national anthem.,https://www.politifact.com/factchecks/2017/sep/25/thelastlineofdefenseorg/nfls-goodell-didnt-say-he-would-fine-steelers-play/,0.0
Fox Sports cancels all NFL broadcasts ‘until players respect the flag.’ ,https://www.politifact.com/factchecks/2017/sep/25/thelastlineofdefenseorg/fox-still-broadcast-nfl-games-after-protests-despi/,0.0
"NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country.",https://www.politifact.com/factchecks/2017/sep/24/donald-trump/trumps-mostly-false-claim-nfl-ratings-are-way-down/,2.0
"DACA was a mere memo from the Department of Homeland security under Barack Obama, which violated the laws.",https://www.politifact.com/factchecks/2017/sep/22/roy-moore/debate-roy-moore-claims-daca-immigration-rules-vio/,3.0
Alabama is the most generous state in the union in terms of what we give to charities.,https://www.politifact.com/factchecks/2017/sep/22/luther-strange/alabama-ranks-high-charitable-giving-not-no-1-luth/,3.0
The GOP’s health bill will protect people with pre-existing conditions every bit as well as Obamacare did.,https://www.politifact.com/factchecks/2017/sep/22/ron-johnson/graham-cassidy-gop-alternative-obamacare-weakens-p/,1.0
Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding.,https://www.politifact.com/factchecks/2017/sep/22/luther-strange/did-roy-moore-fight-pay-raises-politicians-during-/,1.0
Republicans want to restore #gunrights to felons,https://www.politifact.com/factchecks/2017/sep/22/jose-serrano/are-republicans-trying-allow-convicted-felons-own-/,4.0
The Graham-Cassidy health care bill does include coverage of pre-existing conditions.,https://www.politifact.com/factchecks/2017/sep/21/donald-trump/trumps-misleading-claim-pre-existing-protections/,2.0
"Thomas Jefferson said, ‘Government that governs least governs best.’ ",https://www.politifact.com/factchecks/2017/sep/21/mike-pence/mike-pence-erroneously-credits-thomas-jefferson-sm/,1.0
Says Carnival Cruise Lines will now offer free cruises to hurricane victims.,https://www.politifact.com/factchecks/2017/sep/21/breakingnews247net/carnival-isnt-giving-hurricane-victims-free-cruise/,0.0
"Since we took office, we have been outpacing the nation in job growth.",https://www.politifact.com/factchecks/2017/sep/21/eric-greitens/missouri-really-outpacing-nation-jobs-greitens-too/,3.0
Says Ted Cruz is the same senator who once supported a ban on sex toys.,https://www.politifact.com/factchecks/2017/sep/21/new-york-post/mostly-false-ted-cruz-same-senator-who-once-suppor/,2.0
Ronald Reagan was a verified Democrat until his mid-50s.,https://www.politifact.com/factchecks/2017/sep/21/kevin-nicholson/reagan-democrat-50s/,5.0
Says the Austin metro region will lead the nation with population growth over 50% over the next 30 years.,https://www.politifact.com/factchecks/2017/sep/20/john-thomaides/john-thomaides-san-marcos-mayor-says-austin-region/,4.0
"Under the Graham-Cassidy health insurance bill, in states like Maine, Virginia, Florida, Missouri, there will be billions more dollars to provide health insurance coverage for those in those states who have been passed by by Obamacare.",https://www.politifact.com/factchecks/2017/sep/20/bill-cassidy/bill-cassidy-offers-misleading-defense-face-jimmy-/,2.0
"Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.",https://www.politifact.com/factchecks/2017/sep/20/bernie-sanders/comparing-administrative-costs-private-insurance-a/,3.0
North Carolina is home to two rivers of the top five most polluted rivers in the U.S.,https://www.politifact.com/factchecks/2017/sep/20/billy-richardson/nc-democrat-says-states-rivers-are-among-top-5-mos/,1.0
House Dems introduce bill to remove citizenship requirement from presidency.,https://www.politifact.com/factchecks/2017/sep/20/blog-posting/house-democrats-did-not-introduce-bill-remove-citi/,0.0
"Companies are moving back, creating job growth the likes of which our country has not seen in a very long time.",https://www.politifact.com/factchecks/2017/sep/20/donald-trump/how-strong-job-growth-been-trumps-watch/,3.0
Even with a permanent income tax increase... the budget is more than $1 billion out of balance…,https://www.politifact.com/factchecks/2017/sep/20/bruce-rauner/rauners-right-illinois-budget-balancing-act-ongoin/,4.0
Vermont had to scrap its single-payer health insurance program because it was going bankrupt.,https://www.politifact.com/factchecks/2017/sep/20/sean-duffy/vermont-single-payer-was-scrapped-because-it-was-g/,1.0
Seventy-six percent of the American people support us passing the DREAM Act … with citizenship and legalization as part of it all. … More than 60 percent of Republicans support that.,https://www.politifact.com/factchecks/2017/sep/19/nancy-pelosi/nancy-pelosi-claims-three-quarters-americans-suppo/,5.0
Susan Rice arrested for criminal ‘unmasking’ of Trump officials.,https://www.politifact.com/factchecks/2017/sep/19/thelastlineofdefenseorg/troll-site-makes-story-susan-rice-arrested-unmaski/,0.0
U.S. comedian Kevin Hart in critical condition after gory car crash.,https://www.politifact.com/factchecks/2017/sep/19/nydailynews-tvcom/kevin-harts-confession-real-car-crash-report-fake-/,0.0
Long gas lines forming in North Korea.,https://www.politifact.com/factchecks/2017/sep/19/donald-trump/are-gas-lines-forming-north-korea/,3.0
